ù	33266248
de	33118266
i	27879720
a	25038475
isch	20095892
as	17994554
d	16899490
oder	11927311
ds	11631348
het	11364981
z	11128211
mù	10269918
di	10151533
nid	8701314
im	8582928
no	8494139
mit	8464543
es	8464543
das	8286965
hii	7931810
o	6807150
mier	6777554
ùf	6688765
va	6599976
si	6481591
we	6304013
wy	5889664
wa	5800876
sy	5800876
mer	5001775
ii	5001775
am	4972179
gsyy	4942583
Aber	4912986
bi	4853794
Seisler	4705812
wier	4646620
sich	4469042
ja	4439445
dass	4409849
daas	4380253
nit	4202675
scho	4143482
han	3877116
vo	3847519
so	3669941
cha	3669941
nùme	3640345
fùr	3551556
ha	3492364
ging	3314786
itz	3137208
hett	3107612
fûr	3078015
was	3018823
graad	2930034
ùm	2811649
doch	2782052
ifach	2752456
ganz	2752456
ùmmi	2693263
aber	2693263
wo	2663667
ga	2634071
choo	2604474
dä	2574878
aus	2515686
sääge	2486089
muess	2456493
er	2456493
asoo	2367704
wen	2308511
Lütt	2308511
bim	2308511
mee	2278915
üüs	2249319
oo	2249319
giit	2190126
Ma	2130934
ùs	2101337
mache	2101337
guet	2101337
zùm	2071741
chùnt	2042145
vor	1982952
vam	1982952
nay	1923759
mengisch	1923759
gsiit	1923759
der	1923759
syy	1894163
bitz	1864567
Da	1834970
da	1834970
chene	1775778
zù	1746182
Wörter	1746182
vom	1746182
müesse	1746182
ali	1746182
aso	1716585
ùber	1657393
tuet	1657393
ghääbe	1657393
wan	1627796
ki	1627796
Jaar	1627796
öppis	1598200
jùscht	1598200
denn	1539007
git	1509411
fasch	1509411
epis	1509411
sygi	1479815
siit	1479815
äbe	1450219
tüe	1420622
bûn	1420622
Seislertütsch	1391026
dem	1391026
Wort	1361430
par	1361430
hiisst	1361430
Auso	1361430
aube	1331833
zäme	1302237
vûü	1302237
glyych	1302237
gitt	1302237
gits	1302237
gaar	1302237
die	1302237
amaau	1302237
in	1272641
Huuffe	1272641
bû	1272641
wyn	1243044
köört	1243044
la	1213448
gäär	1213448
Dasch	1213448
chùnnt	1213448
U	1183852
